date,temperature_2m_mean,precipitation_sum_mm,day,real_sold_bread,filled_sold_bread,event_description,event_score
01/01/2021,0.4,0.0,friday,,320.0,New Year's Day,9
02/01/2021,0.8,0.2,saturday,581.0,581.0,No significant events,4
03/01/2021,2.1,0.1,sunday,564.0,564.0,No significant events,4
04/01/2021,2.2,0.1,monday,315.0,315.0,No significant events,4
05/01/2021,2.1,0.2,tuesday,309.0,309.0,No significant events,4
06/01/2021,2.6,0.6,wednesday,,310.0,No significant events,4
07/01/2021,1.7,0.9,thursday,310.0,310.0,No significant events,4
08/01/2021,0.8,0.0,friday,316.0,316.0,No significant events,4
09/01/2021,0.7,0.0,saturday,394.0,394.0,No significant events,4
10/01/2021,0.0,0.0,sunday,473.0,473.0,No significant events,4
11/01/2021,2.1,0.0,monday,291.0,291.0,No significant events,4
12/01/2021,7.1,8.4,tuesday,258.0,258.0,No significant events,4
13/01/2021,7.5,1.5,wednesday,,275.0,No significant events,4
14/01/2021,8.8,6.5,thursday,287.0,287.0,No significant events,4
15/01/2021,1.8,0.1,friday,322.0,322.0,No significant events,4
16/01/2021,1.1,7.1,saturday,379.0,379.0,No significant events,4
17/01/2021,4.6,1.4,sunday,507.0,507.0,No significant events,4
18/01/2021,4.4,0.0,monday,285.0,285.0,No significant events,4
19/01/2021,5.9,5.5,tuesday,286.0,286.0,No significant events,4
20/01/2021,9.7,0.2,wednesday,,276.0,No significant events,4
21/01/2021,9.0,11.6,thursday,266.0,266.0,No significant events,4
22/01/2021,5.3,4.0,friday,326.0,326.0,No significant events,4
23/01/2021,3.0,6.2,saturday,363.0,363.0,No significant events,4
24/01/2021,1.1,3.1,sunday,488.0,488.0,No significant events,4
25/01/2021,2.3,0.6,monday,307.0,307.0,No significant events,4
26/01/2021,1.8,1.2,tuesday,305.0,305.0,No significant events,4
27/01/2021,5.9,4.6,wednesday,,290.0,No significant events,4
28/01/2021,11.6,9.2,thursday,273.0,273.0,No significant events,4
29/01/2021,10.2,3.5,friday,311.0,311.0,No significant events,4
30/01/2021,9.7,13.2,saturday,411.0,411.0,No significant events,4
31/01/2021,8.6,11.9,sunday,549.0,549.0,No significant events,4
01/02/2021,8.6,1.7,monday,239.0,239.0,Eve of Chandeleur (Candlemas),5
02/02/2021,11.3,3.0,tuesday,268.0,268.0,Chandeleur (Candlemas),5
03/02/2021,10.8,4.8,wednesday,,290.0,No significant events,4
04/02/2021,8.2,2.2,thursday,318.0,318.0,No significant events,4
05/02/2021,8.1,0.4,friday,371.0,371.0,No significant events,4
06/02/2021,7.5,14.2,saturday,425.0,425.0,No significant events,4
07/02/2021,3.4,3.4,sunday,556.0,556.0,No significant events,4
08/02/2021,-0.3,0.1,monday,310.0,310.0,No significant events,4
09/02/2021,-1.8,0.1,tuesday,340.0,340.0,No significant events,4
10/02/2021,-3.2,1.9,wednesday,,300.0,No significant events,4
11/02/2021,-2.8,0.0,thursday,262.0,262.0,No significant events,4
12/02/2021,-2.0,0.0,friday,292.0,292.0,No significant events,4
13/02/2021,-3.1,0.0,saturday,419.0,419.0,Eve of Saint-Valentin (Valentine’s Day),6
14/02/2021,-1.1,0.0,sunday,709.0,709.0,Saint-Valentin (Valentine’s Day),6
15/02/2021,4.5,3.4,monday,329.0,329.0,Eve of Mardi Gras (Carnaval),6
16/02/2021,8.0,1.2,tuesday,322.0,322.0,Mardi Gras (Carnaval),6
17/02/2021,9.3,0.2,wednesday,,305.0,No significant events,4
18/02/2021,8.7,6.9,thursday,291.0,291.0,No significant events,4
19/02/2021,8.6,0.0,friday,423.0,423.0,No significant events,4
20/02/2021,12.4,0.0,saturday,487.0,487.0,No significant events,4
21/02/2021,11.5,0.0,sunday,852.0,852.0,No significant events,4
22/02/2021,11.8,0.3,monday,552.0,552.0,No significant events,4
23/02/2021,13.1,0.0,tuesday,588.0,588.0,No significant events,4
24/02/2021,12.9,0.0,wednesday,,586.0,No significant events,4
25/02/2021,12.1,0.2,thursday,585.0,585.0,No significant events,4
26/02/2021,8.9,1.6,friday,710.0,710.0,No significant events,4
27/02/2021,5.4,0.0,saturday,903.0,903.0,No significant events,4
28/02/2021,5.8,0.0,sunday,1283.0,1283.0,No significant events,4
01/03/2021,6.0,0.0,monday,538.0,538.0,No significant events,4
02/03/2021,7.7,0.0,tuesday,582.0,582.0,No significant events,4
03/03/2021,10.7,1.0,wednesday,,582.0,No significant events,4
04/03/2021,8.9,0.8,thursday,582.0,582.0,No significant events,4
05/03/2021,4.8,0.0,friday,612.0,612.0,No significant events,4
06/03/2021,3.6,0.0,saturday,724.0,724.0,No significant events,4
07/03/2021,2.5,0.0,sunday,872.0,872.0,No significant events,4
08/03/2021,2.6,0.0,monday,391.0,391.0,No significant events,4
09/03/2021,5.0,0.0,tuesday,435.0,435.0,No significant events,4
10/03/2021,5.8,1.4,wednesday,,433.0,No significant events,4
11/03/2021,10.5,3.4,thursday,432.0,432.0,No significant events,4
12/03/2021,7.8,4.6,friday,493.0,493.0,No significant events,4
13/03/2021,8.1,6.6,saturday,638.0,638.0,No significant events,4
14/03/2021,6.9,2.6,sunday,864.0,864.0,No significant events,4
15/03/2021,8.6,3.8,monday,410.0,410.0,No significant events,4
16/03/2021,7.2,2.7,tuesday,473.0,473.0,No significant events,4
17/03/2021,7.3,2.1,wednesday,,400.0,No significant events,4
18/03/2021,5.7,2.1,thursday,313.0,313.0,No significant events,4
19/03/2021,5.5,1.6,friday,393.0,393.0,No significant events,4
20/03/2021,4.0,0.0,saturday,624.0,624.0,No significant events,4
21/03/2021,6.5,0.2,sunday,759.0,759.0,No significant events,4
22/03/2021,5.6,0.0,monday,397.0,397.0,No significant events,4
23/03/2021,6.9,0.0,tuesday,346.0,346.0,No significant events,4
24/03/2021,8.3,0.0,wednesday,,380.0,No significant events,4
25/03/2021,8.7,0.8,thursday,404.0,404.0,No significant events,4
26/03/2021,9.1,3.3,friday,461.0,461.0,No significant events,4
27/03/2021,7.8,0.1,saturday,468.0,468.0,No significant events,4
28/03/2021,9.8,0.0,sunday,727.0,727.0,No significant events,4
29/03/2021,11.8,0.0,monday,390.0,390.0,No significant events,4
30/03/2021,13.4,0.0,tuesday,466.0,466.0,No significant events,4
31/03/2021,15.3,0.0,wednesday,,416.0,No significant events,4
01/04/2021,15.9,0.0,thursday,366.0,366.0,No significant events,4
02/04/2021,9.2,0.0,friday,519.0,519.0,No significant events,4
03/04/2021,7.3,0.0,saturday,747.0,747.0,No significant events,4
04/04/2021,6.7,0.0,sunday,1303.0,1303.0,Eve of Easter Monday,5
05/04/2021,4.9,0.7,monday,706.0,706.0,Easter Monday,6
06/04/2021,2.5,1.3,tuesday,489.0,489.0,No significant events,4
07/04/2021,3.8,0.0,wednesday,,470.0,No significant events,4
08/04/2021,6.6,0.1,thursday,446.0,446.0,No significant events,4
09/04/2021,9.3,5.5,friday,404.0,404.0,No significant events,4
10/04/2021,10.2,16.3,saturday,574.0,574.0,No significant events,4
11/04/2021,6.2,1.5,sunday,739.0,739.0,No significant events,4
12/04/2021,5.1,0.3,monday,486.0,486.0,No significant events,4
13/04/2021,5.5,0.0,tuesday,505.0,505.0,No significant events,4
14/04/2021,5.8,0.0,wednesday,369.0,369.0,No significant events,4
15/04/2021,5.9,0.3,thursday,430.0,430.0,No significant events,4
16/04/2021,6.2,0.0,friday,542.0,542.0,No significant events,4
17/04/2021,8.9,0.0,saturday,641.0,641.0,No significant events,4
18/04/2021,7.9,0.0,sunday,998.0,998.0,No significant events,4
19/04/2021,9.7,0.0,monday,429.0,429.0,No significant events,4
20/04/2021,11.5,0.2,tuesday,572.0,572.0,No significant events,4
21/04/2021,11.6,0.3,wednesday,420.0,420.0,No significant events,4
22/04/2021,10.9,0.0,thursday,600.0,600.0,No significant events,4
23/04/2021,11.6,0.0,friday,510.0,510.0,No significant events,4
24/04/2021,12.5,0.0,saturday,709.0,709.0,No significant events,4
25/04/2021,11.4,0.0,sunday,964.0,964.0,No significant events,4
26/04/2021,11.7,0.0,monday,430.0,430.0,No significant events,4
27/04/2021,11.8,0.0,tuesday,381.0,381.0,No significant events,4
28/04/2021,12.0,1.3,wednesday,399.0,399.0,No significant events,4
29/04/2021,10.0,0.5,thursday,430.0,430.0,No significant events,4
30/04/2021,9.5,0.1,friday,446.0,446.0,Eve of Labor Day,5
01/05/2021,8.8,2.7,saturday,671.0,671.0,Labor Day,3
02/05/2021,8.7,1.9,sunday,868.0,868.0,No significant events,4
03/05/2021,10.8,0.2,monday,489.0,489.0,No significant events,4
04/05/2021,11.4,3.4,tuesday,433.0,433.0,No significant events,4
05/05/2021,9.2,1.4,wednesday,503.0,503.0,No significant events,4
06/05/2021,8.6,6.6,thursday,428.0,428.0,No significant events,4
07/05/2021,10.1,0.0,friday,520.0,520.0,Eve of Victory Day,4
08/05/2021,14.4,0.6,saturday,806.0,806.0,Victory Day,4
09/05/2021,19.2,0.4,sunday,1005.0,1005.0,No significant events,4
10/05/2021,15.1,5.1,monday,463.0,463.0,No significant events,4
11/05/2021,12.4,0.5,tuesday,448.0,448.0,No significant events,4
12/05/2021,11.8,1.3,wednesday,645.0,645.0,Eve of Ascension Day,5
13/05/2021,11.8,3.4,thursday,1053.0,1053.0,Ascension Day,5
14/05/2021,10.7,4.4,friday,1201.0,1201.0,No significant events,4
15/05/2021,11.8,4.3,saturday,1304.0,1304.0,No significant events,4
16/05/2021,12.7,7.2,sunday,1405.0,1405.0,No significant events,4
17/05/2021,12.4,4.8,monday,,489.0,No significant events,4
18/05/2021,12.2,2.6,tuesday,,433.0,No significant events,4
19/05/2021,11.4,6.2,wednesday,,503.0,No significant events,4
20/05/2021,12.4,0.0,thursday,,428.0,No significant events,4
21/05/2021,13.8,0.3,friday,363.0,363.0,No significant events,4
22/05/2021,12.4,2.5,saturday,803.0,803.0,No significant events,4
23/05/2021,12.8,0.1,sunday,1272.0,1272.0,Eve of Whit Monday,5
24/05/2021,12.4,5.2,monday,1003.0,1003.0,Whit Monday,4
25/05/2021,11.6,3.1,tuesday,486.0,486.0,No significant events,4
26/05/2021,12.1,7.2,wednesday,337.0,337.0,No significant events,4
27/05/2021,13.0,0.0,thursday,412.0,412.0,No significant events,4
28/05/2021,15.1,0.0,friday,475.0,475.0,No significant events,4
29/05/2021,16.2,0.0,saturday,686.0,686.0,No significant events,4
30/05/2021,17.0,0.0,sunday,966.0,966.0,No significant events,4
31/05/2021,17.7,0.0,monday,424.0,424.0,No significant events,4
01/06/2021,19.3,0.0,tuesday,414.0,414.0,No significant events,4
02/06/2021,20.3,4.2,wednesday,356.0,356.0,No significant events,4
03/06/2021,20.6,4.2,thursday,361.0,361.0,No significant events,4
04/06/2021,17.3,11.6,friday,525.0,525.0,No significant events,4
05/06/2021,16.7,0.3,saturday,663.0,663.0,No significant events,4
06/06/2021,17.2,0.0,sunday,999.0,999.0,No significant events,4
07/06/2021,18.3,0.0,monday,415.0,415.0,No significant events,4
08/06/2021,18.8,0.0,tuesday,459.0,459.0,No significant events,4
09/06/2021,20.4,0.0,wednesday,402.0,402.0,No significant events,4
10/06/2021,20.8,0.0,thursday,397.0,397.0,No significant events,4
11/06/2021,20.4,0.0,friday,462.0,462.0,No significant events,4
12/06/2021,19.2,0.0,saturday,642.0,642.0,No significant events,4
13/06/2021,20.2,0.0,sunday,1063.0,1063.0,No significant events,4
14/06/2021,22.2,0.0,monday,480.0,480.0,No significant events,4
15/06/2021,23.2,0.0,tuesday,451.0,451.0,No significant events,4
16/06/2021,25.8,0.1,wednesday,434.0,434.0,No significant events,4
17/06/2021,24.2,6.6,thursday,378.0,378.0,No significant events,4
18/06/2021,22.4,4.8,friday,438.0,438.0,No significant events,4
19/06/2021,20.2,10.2,saturday,654.0,654.0,No significant events,4
20/06/2021,19.6,0.8,sunday,1004.0,1004.0,No significant events,4
21/06/2021,19.9,2.6,monday,501.0,501.0,No significant events,4
22/06/2021,16.1,13.7,tuesday,445.0,445.0,No significant events,4
23/06/2021,14.9,0.2,wednesday,386.0,386.0,No significant events,4
24/06/2021,15.5,0.0,thursday,513.0,513.0,No significant events,4
25/06/2021,15.9,9.8,friday,488.0,488.0,No significant events,4
26/06/2021,17.8,6.9,saturday,663.0,663.0,No significant events,4
27/06/2021,19.0,7.4,sunday,1092.0,1092.0,No significant events,4
28/06/2021,18.4,5.1,monday,444.0,444.0,No significant events,4
29/06/2021,15.6,4.0,tuesday,415.0,415.0,No significant events,4
30/06/2021,15.5,3.0,wednesday,425.0,425.0,No significant events,4
01/07/2021,16.8,0.2,thursday,553.0,553.0,No significant events,4
02/07/2021,19.4,1.6,friday,455.0,455.0,No significant events,4
03/07/2021,20.3,1.0,saturday,759.0,759.0,No significant events,4
04/07/2021,17.8,17.2,sunday,982.0,982.0,No significant events,4
05/07/2021,18.2,4.9,monday,582.0,582.0,No significant events,4
06/07/2021,18.6,2.9,tuesday,556.0,556.0,No significant events,4
07/07/2021,17.6,0.7,wednesday,564.0,564.0,No significant events,4
08/07/2021,17.7,0.5,thursday,605.0,605.0,No significant events,4
09/07/2021,18.0,0.1,friday,699.0,699.0,No significant events,4
10/07/2021,17.4,2.6,saturday,956.0,956.0,No significant events,4
11/07/2021,18.3,0.4,sunday,1367.0,1367.0,No significant events,4
12/07/2021,18.1,10.9,monday,953.0,953.0,No significant events,4
13/07/2021,17.0,20.9,tuesday,841.0,841.0,Eve of National Day,6
14/07/2021,17.4,7.8,wednesday,1145.0,1145.0,National Day,8
15/07/2021,20.1,0.0,thursday,976.0,976.0,No significant events,4
16/07/2021,17.5,0.0,friday,890.0,890.0,No significant events,4
17/07/2021,18.8,0.0,saturday,1250.0,1250.0,No significant events,4
18/07/2021,21.9,0.0,sunday,1243.0,1243.0,No significant events,4
19/07/2021,22.7,0.0,monday,982.0,982.0,No significant events,4
20/07/2021,22.2,0.0,tuesday,928.0,928.0,No significant events,4
21/07/2021,22.3,0.1,wednesday,873.0,873.0,No significant events,4
22/07/2021,22.6,0.0,thursday,898.0,898.0,No significant events,4
23/07/2021,23.3,0.0,friday,947.0,947.0,No significant events,4
24/07/2021,21.8,0.2,saturday,1191.0,1191.0,No significant events,4
25/07/2021,19.1,10.0,sunday,1387.0,1387.0,No significant events,4
26/07/2021,18.7,5.0,monday,1003.0,1003.0,No significant events,4
27/07/2021,18.2,5.0,tuesday,877.0,877.0,No significant events,4
28/07/2021,19.1,0.0,wednesday,926.0,926.0,No significant events,4
29/07/2021,18.7,0.0,thursday,887.0,887.0,No significant events,4
30/07/2021,18.9,0.0,friday,962.0,962.0,No significant events,4
31/07/2021,18.0,0.6,saturday,1100.0,1100.0,No significant events,4
01/08/2021,18.0,0.6,sunday,1330.0,1330.0,No significant events,4
02/08/2021,17.9,3.5,monday,1048.0,1048.0,No significant events,4
03/08/2021,16.5,3.7,tuesday,1166.0,1166.0,No significant events,4
04/08/2021,16.2,3.1,wednesday,909.0,909.0,No significant events,4
05/08/2021,18.4,1.8,thursday,1003.0,1003.0,No significant events,4
06/08/2021,18.8,0.9,friday,949.0,949.0,No significant events,4
07/08/2021,17.8,1.9,saturday,1187.0,1187.0,No significant events,4
08/08/2021,17.5,0.2,sunday,1490.0,1490.0,No significant events,4
09/08/2021,18.0,0.6,monday,1218.0,1218.0,No significant events,4
10/08/2021,19.4,3.1,tuesday,1051.0,1051.0,No significant events,4
11/08/2021,20.0,0.0,wednesday,1181.0,1181.0,No significant events,4
12/08/2021,21.8,0.4,thursday,1280.0,1280.0,No significant events,4
13/08/2021,21.4,0.0,friday,1028.0,1028.0,No significant events,4
14/08/2021,21.6,0.0,saturday,1350.0,1350.0,Eve of Assumption Day,5
15/08/2021,22.4,0.0,sunday,1725.0,1725.0,Assumption Day,4
16/08/2021,18.3,1.8,monday,1160.0,1160.0,No significant events,4
17/08/2021,16.8,0.2,tuesday,917.0,917.0,No significant events,4
18/08/2021,18.1,0.6,wednesday,1090.0,1090.0,No significant events,4
19/08/2021,17.7,0.0,thursday,1047.0,1047.0,No significant events,4
20/08/2021,19.3,0.0,friday,885.0,885.0,No significant events,4
21/08/2021,20.4,0.6,saturday,1255.0,1255.0,No significant events,4
22/08/2021,18.7,0.6,sunday,1365.0,1365.0,No significant events,4
23/08/2021,18.3,0.4,monday,916.0,916.0,No significant events,4
24/08/2021,19.1,0.0,tuesday,911.0,911.0,No significant events,4
25/08/2021,18.8,0.0,wednesday,801.0,801.0,No significant events,4
26/08/2021,16.9,0.0,thursday,960.0,960.0,No significant events,4
27/08/2021,17.3,0.0,friday,737.0,737.0,No significant events,4
28/08/2021,16.5,0.2,saturday,965.0,965.0,No significant events,4
29/08/2021,16.4,0.5,sunday,1174.0,1174.0,No significant events,4
30/08/2021,18.0,0.1,monday,673.0,673.0,No significant events,4
31/08/2021,18.3,0.0,tuesday,557.0,557.0,No significant events,4
01/09/2021,17.8,0.0,wednesday,479.0,479.0,No significant events,4
02/09/2021,18.4,0.0,thursday,501.0,501.0,No significant events,4
03/09/2021,20.1,0.4,friday,579.0,579.0,No significant events,4
04/09/2021,21.0,1.7,saturday,796.0,796.0,No significant events,4
05/09/2021,21.9,1.3,sunday,953.0,953.0,No significant events,4
06/09/2021,22.1,0.0,monday,482.0,482.0,No significant events,4
07/09/2021,22.5,0.0,tuesday,493.0,493.0,No significant events,4
08/09/2021,23.5,0.0,wednesday,478.0,478.0,No significant events,4
09/09/2021,22.4,0.8,thursday,484.0,484.0,No significant events,4
10/09/2021,19.5,11.1,friday,472.0,472.0,No significant events,4
11/09/2021,17.9,0.0,saturday,697.0,697.0,No significant events,4
12/09/2021,17.6,0.0,sunday,938.0,938.0,No significant events,4
13/09/2021,19.0,0.0,monday,500.0,500.0,No significant events,4
14/09/2021,20.2,14.0,tuesday,387.0,387.0,No significant events,4
15/09/2021,19.0,18.5,wednesday,382.0,382.0,No significant events,4
16/09/2021,17.4,0.0,thursday,378.0,378.0,No significant events,4
17/09/2021,17.1,0.0,friday,392.0,392.0,No significant events,4
18/09/2021,17.6,0.1,saturday,638.0,638.0,No significant events,4
19/09/2021,17.6,1.4,sunday,729.0,729.0,No significant events,4
20/09/2021,16.3,12.0,monday,474.0,474.0,No significant events,4
21/09/2021,14.5,0.0,tuesday,440.0,440.0,No significant events,4
22/09/2021,14.0,0.0,wednesday,74.0,74.0,No significant events,4
23/09/2021,15.0,0.0,thursday,372.0,372.0,No significant events,4
24/09/2021,16.2,0.0,friday,451.0,451.0,No significant events,4
25/09/2021,16.8,0.4,saturday,666.0,666.0,No significant events,4
26/09/2021,17.7,5.2,sunday,750.0,750.0,No significant events,4
27/09/2021,15.8,2.4,monday,317.0,317.0,No significant events,4
28/09/2021,14.0,0.0,tuesday,323.0,323.0,No significant events,4
29/09/2021,13.4,5.0,wednesday,325.0,325.0,No significant events,4
30/09/2021,12.0,0.0,thursday,326.0,326.0,No significant events,4
01/10/2021,13.2,5.1,friday,385.0,385.0,No significant events,4
02/10/2021,15.3,7.7,saturday,464.0,464.0,No significant events,4
03/10/2021,15.3,19.6,sunday,637.0,637.0,No significant events,4
04/10/2021,13.2,0.2,monday,360.0,360.0,No significant events,4
05/10/2021,13.6,5.3,tuesday,314.0,314.0,No significant events,4
06/10/2021,13.1,0.0,wednesday,342.0,342.0,No significant events,4
07/10/2021,11.9,0.0,thursday,415.0,415.0,No significant events,4
08/10/2021,12.4,0.0,friday,469.0,469.0,No significant events,4
09/10/2021,12.4,0.0,saturday,585.0,585.0,No significant events,4
10/10/2021,11.5,0.0,sunday,770.0,770.0,No significant events,4
11/10/2021,12.7,0.0,monday,318.0,318.0,No significant events,4
12/10/2021,11.0,0.2,tuesday,241.0,241.0,No significant events,4
13/10/2021,10.1,0.0,wednesday,288.0,288.0,No significant events,4
14/10/2021,9.5,0.0,thursday,299.0,299.0,No significant events,4
15/10/2021,10.9,0.0,friday,303.0,303.0,No significant events,4
16/10/2021,10.4,0.0,saturday,508.0,508.0,No significant events,4
17/10/2021,9.2,0.0,sunday,691.0,691.0,No significant events,4
18/10/2021,11.7,1.5,monday,289.0,289.0,No significant events,4
19/10/2021,17.9,2.0,tuesday,366.0,366.0,No significant events,4
20/10/2021,17.6,2.3,wednesday,315.0,315.0,No significant events,4
21/10/2021,10.8,5.9,thursday,378.0,378.0,No significant events,4
22/10/2021,8.3,0.0,friday,379.0,379.0,No significant events,4
23/10/2021,10.0,0.1,saturday,616.0,616.0,No significant events,4
24/10/2021,7.8,0.0,sunday,835.0,835.0,No significant events,4
25/10/2021,11.0,1.9,monday,459.0,459.0,No significant events,4
26/10/2021,11.3,0.0,tuesday,532.0,532.0,No significant events,4
27/10/2021,11.1,0.0,wednesday,517.0,517.0,No significant events,4
28/10/2021,11.6,0.0,thursday,510.0,510.0,No significant events,4
29/10/2021,12.9,7.2,friday,550.0,550.0,No significant events,4
30/10/2021,13.1,10.7,saturday,770.0,770.0,No significant events,4
31/10/2021,12.2,3.4,sunday,1066.0,1066.0,Eve of All Saints' Day,5
01/11/2021,10.1,1.2,monday,932.0,932.0,All Saints' Day,5
02/11/2021,9.0,1.5,tuesday,529.0,529.0,No significant events,4
03/11/2021,8.0,5.5,wednesday,522.0,522.0,No significant events,4
04/11/2021,7.3,2.2,thursday,471.0,471.0,No significant events,4
05/11/2021,7.6,0.6,friday,496.0,496.0,No significant events,4
06/11/2021,5.7,0.3,saturday,570.0,570.0,No significant events,4
07/11/2021,9.9,0.4,sunday,563.0,563.0,No significant events,4
08/11/2021,7.8,0.0,monday,379.0,379.0,No significant events,4
09/11/2021,5.0,0.0,tuesday,346.0,346.0,No significant events,4
10/11/2021,4.5,0.0,wednesday,358.0,358.0,Eve of Armistice Day,4
11/11/2021,4.5,0.0,thursday,518.0,518.0,Armistice Day,4
12/11/2021,6.4,0.0,friday,332.0,332.0,No significant events,4
13/11/2021,11.4,0.6,saturday,419.0,419.0,No significant events,4
14/11/2021,10.4,0.0,sunday,630.0,630.0,No significant events,4
15/11/2021,6.9,0.0,monday,283.0,283.0,No significant events,4
16/11/2021,7.3,0.1,tuesday,253.0,253.0,No significant events,4
17/11/2021,8.7,0.2,wednesday,,270.0,Eve of Beaujolais Nouveau Day,5
18/11/2021,5.2,0.0,thursday,284.0,284.0,Beaujolais Nouveau Day,5
19/11/2021,8.4,0.0,friday,326.0,326.0,No significant events,4
20/11/2021,8.3,0.0,saturday,398.0,398.0,No significant events,4
21/11/2021,7.0,1.0,sunday,524.0,524.0,No significant events,4
22/11/2021,4.8,0.0,monday,261.0,261.0,No significant events,4
23/11/2021,3.7,0.0,tuesday,267.0,267.0,No significant events,4
24/11/2021,4.3,0.0,wednesday,,290.0,No significant events,4
25/11/2021,3.8,0.0,thursday,310.0,310.0,No significant events,4
26/11/2021,4.6,2.7,friday,263.0,263.0,No significant events,4
27/11/2021,3.1,2.0,saturday,360.0,360.0,No significant events,4
28/11/2021,4.0,1.5,sunday,587.0,587.0,No significant events,4
29/11/2021,1.6,0.0,monday,280.0,280.0,No significant events,4
30/11/2021,6.3,1.1,tuesday,312.0,312.0,No significant events,4
01/12/2021,8.5,4.7,wednesday,,280.0,No significant events,4
02/12/2021,3.7,0.8,thursday,240.0,240.0,No significant events,4
03/12/2021,3.2,9.7,friday,289.0,289.0,No significant events,4
04/12/2021,8.7,5.0,saturday,318.0,318.0,No significant events,4
05/12/2021,4.3,4.5,sunday,581.0,581.0,No significant events,4
06/12/2021,4.9,3.7,monday,,280.0,No significant events,4
07/12/2021,5.7,2.1,tuesday,,312.0,No significant events,4
08/12/2021,4.6,1.0,wednesday,,280.0,No significant events,4
09/12/2021,4.2,2.1,thursday,244.0,244.0,No significant events,4
10/12/2021,6.2,13.6,friday,270.0,270.0,No significant events,4
11/12/2021,4.8,0.3,saturday,366.0,366.0,No significant events,4
12/12/2021,8.8,0.5,sunday,556.0,556.0,No significant events,4
13/12/2021,7.8,0.0,monday,289.0,289.0,No significant events,4
14/12/2021,5.4,0.0,tuesday,288.0,288.0,No significant events,4
15/12/2021,7.1,0.0,wednesday,,300.0,No significant events,4
16/12/2021,7.8,0.0,thursday,309.0,309.0,No significant events,4
17/12/2021,6.2,0.0,friday,399.0,399.0,No significant events,4
18/12/2021,4.6,0.0,saturday,414.0,414.0,No significant events,4
19/12/2021,5.5,0.0,sunday,594.0,594.0,No significant events,4
20/12/2021,5.3,0.2,monday,392.0,392.0,No significant events,4
21/12/2021,-0.1,0.0,tuesday,433.0,433.0,No significant events,4
22/12/2021,-2.4,0.0,wednesday,370.0,370.0,No significant events,4
23/12/2021,3.2,0.0,thursday,450.0,450.0,No significant events,4
24/12/2021,7.2,8.3,friday,1042.0,1042.0,Eve of Christmas Day,9
25/12/2021,7.8,0.6,saturday,656.0,656.0,Christmas Day,9
26/12/2021,8.0,6.8,sunday,735.0,735.0,No significant events,4
27/12/2021,9.5,5.6,monday,506.0,506.0,No significant events,4
28/12/2021,11.3,8.5,tuesday,524.0,524.0,No significant events,4
29/12/2021,12.6,6.7,wednesday,458.0,458.0,No significant events,4
30/12/2021,13.2,0.1,thursday,492.0,492.0,No significant events,4
31/12/2021,10.6,0.0,friday,923.0,923.0,Eve of New Year's Day,9
01/01/2022,9.3,0.0,saturday,,900.0,New Year's Day,8
02/01/2022,11.9,1.2,sunday,879.0,879.0,No significant events,4
03/01/2022,11.3,5.0,monday,357.0,357.0,No significant events,4
04/01/2022,8.8,20.4,tuesday,67.0,67.0,No significant events,4
05/01/2022,3.2,0.0,wednesday,,300.0,No significant events,4
06/01/2022,2.3,0.0,thursday,324.0,324.0,No significant events,4
07/01/2022,5.5,5.7,friday,285.0,285.0,No significant events,4
08/01/2022,6.0,8.9,saturday,311.0,311.0,No significant events,4
09/01/2022,4.4,2.7,sunday,482.0,482.0,No significant events,4
